IdHotel,NombreHotel,Direccion,NumeroTelefono,CorreoElectronico,SitioWeb,Descripcion,ClasificacionEstrellas,Provincia,Ciudad,Ubicacion,CostoNoche
776,Hotel N,21,532-128-9706,csentonkz@sciencedaily.com,www\.k+\.com,Historic downtown hotel,4,San Jose,La Fortuna,montana,899.00
777,Hotel F,40,208-431-3764,gericksonl0@skype.com,www\.p+\.com,Modern city center hotel,5,Guanacaste,Bella Vista,playa,215.00
778,Hotel QQQ,81,339-847-2759,oacomel1@weebly.com,www\.3+\.com,Charming countryside inn,4,Cartago,Tamarindo,montana,281.00
779,Hotel AAA,6294,999-931-2938,eakhurstl2@nsw.gov.au,www\.l+\.com,Charming countryside inn,1,Guanacaste,Manuel Antonio,montana,381.00
780,Hotel HH,3,,squelchl3@is.gd,www\.4+\.com,Modern city center hotel,4,Alajuela,La Fortuna,montana,659.00
781,Hotel FFF,131,231-182-7747,vstorrarl4@harvard.edu,www\.0+\.com,Luxurious beachfront resort,2,San Jose,Liberia,montana,607.00
782,Hotel QQQ,529,,grufflil5@constantcontact.com,www\.1+\.com,Cozy boutique hotel,2,Heredia,La Fortuna,montana,637.00
783,Hotel R,634,312-594-6764,elehrahanl6@google.com,www\.O+\.com,Historic downtown hotel,3,Heredia,La Fortuna,playa,402.00
784,Hotel YY,0117,274-146-5811,ksoutherilll7@twitter.com,www\.M+\.com,Cozy boutique hotel,4,Heredia,Manuel Antonio,playa,294.00
785,Hotel OO,593,505-401-0191,sborgbartolol8@berkeley.edu,www\.9+\.com,Modern city center hotel,5,Heredia,Bella Vista,playa,358.00
786,Hotel E,6,202-518-2783,rbarcal9@altervista.org,www\.i+\.com,Historic downtown hotel,2,Limon,Liberia,montana,269.00
787,Hotel G,60449,912-501-4102,ssweetzerla@aol.com,www\.9+\.com,Luxurious beachfront resort,2,San Jose,Manuel Antonio,playa,264.00
788,Hotel S,6561,165-536-5058,rcomizzolilb@live.com,www\.Y+\.com,Luxurious beachfront resort,3,Puntarenas,Liberia,montana,960.00
789,Hotel WW,83617,597-415-3317,krupellc@indiatimes.com,www\.3+\.com,Charming countryside inn,2,Alajuela,Bella Vista,playa,744.00
790,Hotel BB,92,223-399-0556,coldroydeld@jugem.jp,www\.s+\.com,Cozy boutique hotel,5,San Jose,Manuel Antonio,montana,749.00
791,Hotel UUU,7969,706-186-9976,droadle@mayoclinic.com,www\.N+\.com,Historic downtown hotel,5,Heredia,Bella Vista,playa,627.00
792,Hotel VVV,8,747-886-2394,aharsumlf@aboutads.info,www\.U+\.com,Historic downtown hotel,1,Heredia,La Fortuna,playa,116.00
793,Hotel V,23,893-117-3815,psmaillg@joomla.org,www\.3+\.com,Charming countryside inn,4,Alajuela,Liberia,montana,690.00
794,Hotel JJJ,61,189-431-4300,dmudlelh@exblog.jp,www\.6+\.com,Luxurious beachfront resort,1,Guanacaste,Tamarindo,playa,809.00
795,Hotel I,54,808-308-4604,mgothupli@dot.gov,www\.3+\.com,Cozy boutique hotel,1,Heredia,La Fortuna,playa,152.00
796,Hotel AAA,400,720-302-8799,msuchlj@addthis.com,www\.B+\.com,Modern city center hotel,3,San Jose,Manuel Antonio,montana,334.00
797,Hotel W,6,338-782-5125,wduchantlk@patch.com,www\.0+\.com,Cozy boutique hotel,3,Heredia,Bella Vista,playa,587.00
798,Hotel FFF,28080,938-681-9731,rhelietll@creativecommons.org,www\.s+\.com,Charming countryside inn,4,Heredia,Manuel Antonio,playa,288.00
799,Hotel UU,568,949-344-4536,lceneylm@stanford.edu,www\.6+\.com,Modern city center hotel,5,San Jose,Tamarindo,montana,686.00
800,Hotel BB,7921,454-289-2577,rtudorln@samsung.com,www\.s+\.com,Luxurious beachfront resort,3,Alajuela,Manuel Antonio,montana,268.00
801,Hotel J,1,510-791-6013,ebiskupiaklo@ca.gov,www\.B+\.com,Modern city center hotel,0,Cartago,La Fortuna,montana,669.00
802,Hotel KKK,27,960-577-5068,bfirebracelp@dion.ne.jp,www\.W+\.com,Charming countryside inn,5,Puntarenas,Bella Vista,montana,861.00
803,Hotel UU,362,832-254-0963,lhorleylq@youtube.com,www\.F+\.com,Charming countryside inn,4,Puntarenas,Bella Vista,playa,274.00
804,Hotel UU,32936,422-306-4621,schancelierlr@nbcnews.com,www\.4+\.com,Charming countryside inn,4,Puntarenas,Manuel Antonio,montana,948.00
805,Hotel BB,72393,,bwilderspoonls@nymag.com,www\.U+\.com,Charming countryside inn,5,San Jose,Bella Vista,montana,157.00
806,Hotel SS,5,461-968-5451,ghedneylt@cam.ac.uk,www\.1+\.com,Modern city center hotel,5,Heredia,Liberia,montana,590.00
807,Hotel D,3421,296-499-9556,kbortonlu@icio.us,www\.m+\.com,Cozy boutique hotel,4,Cartago,Tamarindo,montana,627.00
808,Hotel III,1410,864-389-0099,carckolllv@google.com.au,www\.P+\.com,Cozy boutique hotel,5,Puntarenas,Bella Vista,montana,332.00
809,Hotel NNN,61664,887-698-5725,ospurwaylw@google.ca,www\.s+\.com,Charming countryside inn,3,Puntarenas,La Fortuna,montana,782.00
810,Hotel V,97,683-591-0791,noronanlx@stanford.edu,www\.6+\.com,Luxurious beachfront resort,4,Heredia,La Fortuna,montana,918.00
811,Hotel WWW,37,357-713-1719,jhilbournely@yahoo.co.jp,www\.A+\.com,Cozy boutique hotel,2,Alajuela,Liberia,montana,679.00
812,Hotel III,760,366-754-1862,rchessonlz@dion.ne.jp,www\.4+\.com,Luxurious beachfront resort,4,Heredia,Liberia,playa,190.00
813,Hotel I,03,472-823-9226,nstennersm0@t.co,www\.B+\.com,Charming countryside inn,5,Limon,Tamarindo,playa,679.00
814,Hotel OO,2548,565-688-0694,sream1@mtv.com,www\.7+\.com,Luxurious beachfront resort,4,Heredia,Bella Vista,playa,967.00
815,Hotel E,302,886-138-4165,sstarkm2@spotify.com,www\.g+\.com,Historic downtown hotel,1,Cartago,La Fortuna,montana,871.00
816,Hotel HH,77,891-166-9857,ldykam3@plala.or.jp,www\.6+\.com,Charming countryside inn,4,Limon,La Fortuna,montana,694.00
817,Hotel SSS,20479,939-379-7992,nmariansm4@godaddy.com,www\.i+\.com,Charming countryside inn,1,Cartago,Tamarindo,playa,411.00
818,Hotel HHH,53,326-602-8580,jgadaudm5@ihg.com,www\.z+\.com,Charming countryside inn,5,Heredia,Tamarindo,montana,901.00
819,Hotel SSS,6694,371-146-6071,bcamiesm6@desdev.cn,www\.n+\.com,Luxurious beachfront resort,4,Puntarenas,Manuel Antonio,montana,749.00
820,Hotel XX,7364,250-461-5959,esighartm7@simplemachines.org,www\.p+\.com,Cozy boutique hotel,4,Cartago,La Fortuna,playa,391.00
821,Hotel J,586,490-344-5150,dfeatherbym8@gizmodo.com,www\.8+\.com,Historic downtown hotel,2,Alajuela,Liberia,playa,488.00
822,Hotel I,6,501-798-2552,tlimrickm9@paypal.com,www\.l+\.com,Luxurious beachfront resort,4,Puntarenas,Liberia,montana,923.00
823,Hotel M,72,525-889-3060,htregiddoma@yahoo.co.jp,www\.W+\.com,Modern city center hotel,4,Alajuela,Tamarindo,playa,288.00
824,Hotel P,7438,577-607-3657,epartenermb@patch.com,www\.B+\.com,Cozy boutique hotel,3,Guanacaste,La Fortuna,playa,884.00
825,Hotel HH,0222,191-907-6296,hpeppermc@ihg.com,www\.x+\.com,Cozy boutique hotel,2,Guanacaste,Tamarindo,montana,690.00
826,Hotel GGG,713,182-845-2175,skowalskimd@mozilla.org,www\.E+\.com,Cozy boutique hotel,5,Heredia,Manuel Antonio,playa,886.00
827,Hotel EE,13,434-961-4936,rgriffinme@soup.io,www\.I+\.com,Historic downtown hotel,2,San Jose,Liberia,playa,377.00
828,Hotel UU,229,131-989-3536,ithuilliermf@sourceforge.net,www\.v+\.com,Modern city center hotel,5,Puntarenas,Bella Vista,playa,415.00
829,Hotel BBB,0263,259-322-7406,gringwoodmg@naver.com,www\.o+\.com,Historic downtown hotel,5,Alajuela,La Fortuna,montana,594.00
830,Hotel ZZZ,09,344-691-4865,mhusthwaitemh@gizmodo.com,www\.7+\.com,Cozy boutique hotel,4,Puntarenas,La Fortuna,playa,875.00
831,Hotel G,51,137-654-8734,dmatiewemi@fema.gov,www\.7+\.com,Charming countryside inn,4,Guanacaste,Manuel Antonio,playa,151.00
832,Hotel J,9,381-376-2297,jmedlarmj@state.tx.us,www\.f+\.com,Modern city center hotel,5,Heredia,Liberia,montana,915.00
833,Hotel L,33459,867-472-5206,hkleismk@admin.ch,www\.0+\.com,Luxurious beachfront resort,3,Alajuela,Bella Vista,montana,547.00
834,Hotel L,4616,291-435-2566,aandreevml@cam.ac.uk,www\.M+\.com,Cozy boutique hotel,4,Cartago,Manuel Antonio,montana,130.00
835,Hotel HH,30383,257-972-9619,bcaneromm@photobucket.com,www\.M+\.com,Modern city center hotel,2,Guanacaste,Manuel Antonio,montana,390.00
836,Hotel FF,73,126-504-5511,eillesleymn@last.fm,www\.K+\.com,Luxurious beachfront resort,4,Heredia,Liberia,playa,308.00
837,Hotel PPP,57,320-964-2186,fespinoymo@photobucket.com,www\.a+\.com,Cozy boutique hotel,1,Heredia,La Fortuna,montana,166.00
838,Hotel UUU,4,635-159-8758,ngisbyemp@nyu.edu,www\.y+\.com,Luxurious beachfront resort,2,Puntarenas,Bella Vista,montana,344.00
839,Hotel KKK,5676,626-467-0012,carchleymq@stumbleupon.com,www\.Q+\.com,Historic downtown hotel,5,Puntarenas,Tamarindo,playa,611.00
840,Hotel PP,10,425-859-1811,chuggettmr@mail.ru,www\.j+\.com,Charming countryside inn,2,San Jose,Liberia,montana,675.00
841,Hotel SS,34888,169-117-1760,gboatrightms@usa.gov,www\.M+\.com,Modern city center hotel,4,Alajuela,Liberia,montana,774.00
842,Hotel XXX,01259,682-745-4653,kstricklermt@wisc.edu,www\.8+\.com,Historic downtown hotel,5,Cartago,Manuel Antonio,playa,456.00
843,Hotel JJJ,37,924-285-2331,ahandfordmu@i2i.jp,www\.3+\.com,Charming countryside inn,1,Cartago,Bella Vista,montana,216.00
844,Hotel ZZ,2224,383-518-7137,jwhithornmv@blinklist.com,www\.F+\.com,Historic downtown hotel,5,Heredia,Manuel Antonio,montana,684.00
845,Hotel GG,59928,513-857-1015,lbrunnsteinmw@addthis.com,www\.2+\.com,Modern city center hotel,5,Guanacaste,La Fortuna,ciudad,514.00
846,Hotel LLL,47646,691-955-0995,lneesonmx@samsung.com,www\.9+\.com,Historic downtown hotel,1,San Jose,Liberia,ciudad,175.00
847,Hotel TT,07621,883-510-1191,tbenediktovichmy@nbcnews.com,www\.w+\.com,Historic downtown hotel,2,Heredia,Liberia,ciudad,869.00
848,Hotel NNN,6,102-761-1564,rfitzermz@irs.gov,www\.h+\.com,Cozy boutique hotel,1,Puntarenas,Tamarindo,ciudad,597.00
849,Hotel X,6445,742-584-6543,edeshonn0@ameblo.jp,www\.I+\.com,Historic downtown hotel,4,Puntarenas,Bella Vista,ciudad,656.00
850,Hotel T,4,385-596-8115,pbrotherheadn1@umich.edu,www\.a+\.com,Modern city center hotel,2,Alajuela,La Fortuna,ciudad,821.00
851,Hotel P,9,499-244-9509,pnurseyn2@house.gov,www\.z+\.com,Luxurious beachfront resort,3,Puntarenas,Manuel Antonio,ciudad,529.00
852,Hotel XX,07332,850-708-2289,lvongrollmannn3@technorati.com,www\.T+\.com,Historic downtown hotel,2,Guanacaste,Liberia,ciudad,332.00
853,Hotel MM,4883,727-594-5493,cclaybornn4@mac.com,www\.z+\.com,Charming countryside inn,5,Limon,La Fortuna,ciudad,461.00
854,Hotel SS,19,993-705-2246,hlashamn5@creativecommons.org,www\.3+\.com,Charming countryside inn,2,Puntarenas,Tamarindo,ciudad,421.00
855,Hotel XXX,2678,557-569-8218,cgearyn6@mozilla.org,www\.4+\.com,Charming countryside inn,5,Heredia,Manuel Antonio,ciudad,823.00
856,Hotel X,25,121-391-1294,hstopforthn7@cmu.edu,www\.0+\.com,Charming countryside inn,4,Limon,Manuel Antonio,ciudad,964.00
857,Hotel RR,9,234-116-5302,mjochananyn8@patch.com,www\.5+\.com,Modern city center hotel,3,Heredia,La Fortuna,ciudad,558.00
858,Hotel H,763,176-302-0037,agaffern9@reference.com,www\.m+\.com,Modern city center hotel,1,Puntarenas,Tamarindo,ciudad,670.00
859,Hotel DDD,15,147-978-5793,rrenihanna@microsoft.com,www\.o+\.com,Modern city center hotel,5,Guanacaste,Bella Vista,ciudad,913.00
860,Hotel PPP,62,825-613-3716,sgiddynb@ow.ly,www\.T+\.com,Historic downtown hotel,4,San Jose,Liberia,ciudad,277.00
861,Hotel UU,70,,astaningnc@mapy.cz,www\.9+\.com,Luxurious beachfront resort,5,Heredia,Liberia,ciudad,649.00
862,Hotel GGG,4,146-868-9344,cstancliffend@jimdo.com,www\.g+\.com,Charming countryside inn,3,Puntarenas,Tamarindo,ciudad,426.00
863,Hotel N,43,105-244-7752,rarnone@army.mil,www\.w+\.com,Charming countryside inn,3,Guanacaste,Tamarindo,ciudad,372.00
864,Hotel EEE,2322,190-792-7442,bheildnf@about.me,www\.X+\.com,Modern city center hotel,3,Limon,Tamarindo,ciudad,717.00
865,Hotel EEE,882,772-879-1745,lbiaggioling@weibo.com,www\.U+\.com,Historic downtown hotel,5,Cartago,Bella Vista,ciudad,113.00
866,Hotel CC,5529,206-232-4777,mlowdianenh@cdc.gov,www\.j+\.com,Historic downtown hotel,3,San Jose,La Fortuna,ciudad,650.00
867,Hotel E,45,595-970-2791,awarkeni@yahoo.co.jp,www\.m+\.com,Luxurious beachfront resort,5,Alajuela,Bella Vista,ciudad,930.00
868,Hotel P,8028,645-946-6590,esprottnj@omniture.com,www\.a+\.com,Historic downtown hotel,3,Heredia,Liberia,ciudad,266.00
869,Hotel TT,451,755-186-0034,jdummettnk@seesaa.net,www\.X+\.com,Cozy boutique hotel,1,San Jose,Tamarindo,ciudad,844.00
870,Hotel RRR,55,799-412-3776,hquinevannl@360.cn,www\.X+\.com,Historic downtown hotel,4,Guanacaste,Tamarindo,ciudad,149.00
871,Hotel JJJ,65840,,pbesnm@mozilla.com,www\.8+\.com,Charming countryside inn,1,San Jose,Bella Vista,ciudad,668.00
872,Hotel GG,53,374-724-9733,vbomfieldnn@weather.com,www\.Y+\.com,Cozy boutique hotel,1,Cartago,Bella Vista,ciudad,945.00
873,Hotel VVV,88074,678-723-9660,gmoratno@youtube.com,www\.N+\.com,Charming countryside inn,5,Puntarenas,Bella Vista,ciudad,314.00
874,Hotel FFF,03,737-883-6409,abernaseknp@digg.com,www\.7+\.com,Cozy boutique hotel,2,Puntarenas,La Fortuna,ciudad,645.00
875,Hotel M,5,451-141-8396,moleaghamnq@narod.ru,www\.5+\.com,Charming countryside inn,4,Puntarenas,Bella Vista,ciudad,496.00
876,Hotel III,3741,679-457-6019,gquesnenr@exblog.jp,www\.j+\.com,Modern city center hotel,1,Limon,La Fortuna,ciudad,934.00
877,Hotel II,21,385-271-0178,jpitchfordns@xinhuanet.com,www\.E+\.com,Historic downtown hotel,1,Heredia,Liberia,ciudad,412.00
878,Hotel GG,67,362-614-1311,jrollinsonnt@moonfruit.com,www\.Z+\.com,Charming countryside inn,3,Puntarenas,Tamarindo,ciudad,898.00
879,Hotel Z,117,958-269-0253,nvogeleinnu@wired.com,www\.0+\.com,Cozy boutique hotel,1,Alajuela,Liberia,ciudad,571.00
880,Hotel GG,4,157-520-0302,lmoradnv@gizmodo.com,www\.E+\.com,Historic downtown hotel,1,Heredia,Tamarindo,ciudad,962.00
881,Hotel ZZZ,291,870-437-7682,zdeackesnw@wikispaces.com,www\.6+\.com,Charming countryside inn,2,Heredia,Manuel Antonio,ciudad,214.00
882,Hotel B,41418,330-363-6568,tenriquesnx@boston.com,www\.o+\.com,Charming countryside inn,4,San Jose,Liberia,ciudad,130.00
883,Hotel ZZZ,600,972-735-7590,bmcmurtyrny@homestead.com,www\.O+\.com,Charming countryside inn,2,Alajuela,La Fortuna,ciudad,551.00
884,Hotel UU,7,235-164-4745,nvernaynz@hostgator.com,www\.Z+\.com,Charming countryside inn,1,Limon,Manuel Antonio,ciudad,106.00
885,Hotel BBB,7059,535-155-2765,rwabeo0@sfgate.com,www\.d+\.com,Charming countryside inn,4,Limon,Liberia,ciudad,964.00
886,Hotel YY,6,716-404-5171,mmilleyo1@amazon.co.uk,www\.G+\.com,Historic downtown hotel,4,Heredia,Manuel Antonio,ciudad,760.00
887,Hotel G,09,,ryareo2@mediafire.com,www\.i+\.com,Cozy boutique hotel,4,San Jose,Tamarindo,ciudad,743.00
888,Hotel Q,909,230-182-6262,ddjordjevico3@mozilla.org,www\.y+\.com,Luxurious beachfront resort,3,Puntarenas,Manuel Antonio,ciudad,853.00
889,Hotel K,2,480-882-3622,awiggleswortho4@github.io,www\.A+\.com,Historic downtown hotel,5,San Jose,La Fortuna,ciudad,320.00
890,Hotel Q,1,567-634-1700,rtoomeyo5@indiatimes.com,www\.L+\.com,Cozy boutique hotel,4,San Jose,Bella Vista,ciudad,536.00
891,Hotel QQ,3,157-875-9498,ecullono6@histats.com,www\.M+\.com,Luxurious beachfront resort,3,Limon,La Fortuna,ciudad,168.00
892,Hotel S,0,858-794-9140,aalanso7@amazon.co.jp,www\.x+\.com,Charming countryside inn,1,Guanacaste,Tamarindo,ciudad,427.00
893,Hotel E,792,241-584-3240,sremingtono8@harvard.edu,www\.9+\.com,Historic downtown hotel,2,Alajuela,Manuel Antonio,ciudad,166.00
894,Hotel G,7234,757-292-4834,erubio9@marketwatch.com,www\.V+\.com,Charming countryside inn,4,San Jose,La Fortuna,ciudad,543.00
895,Hotel T,8157,210-363-1171,cmcblainoa@surveymonkey.com,www\.5+\.com,Luxurious beachfront resort,4,Heredia,Manuel Antonio,ciudad,118.00
896,Hotel DDD,38,176-757-4257,rheugleob@ifeng.com,www\.m+\.com,Cozy boutique hotel,2,Heredia,Bella Vista,ciudad,243.00
897,Hotel WWW,87361,896-620-4235,rbraidleyoc@twitter.com,www\.7+\.com,Cozy boutique hotel,1,Limon,Tamarindo,ciudad,485.00
898,Hotel S,15812,,dwalshod@tinyurl.com,www\.9+\.com,Historic downtown hotel,1,Alajuela,Manuel Antonio,ciudad,242.00
899,Hotel MMM,36,606-494-0278,gminetoe@merriam-webster.com,www\.A+\.com,Luxurious beachfront resort,5,Puntarenas,Bella Vista,ciudad,860.00
900,Hotel PP,8492,857-995-3853,kbogeysof@domainmarket.com,www\.1+\.com,Luxurious beachfront resort,2,Heredia,Manuel Antonio,ciudad,171.00
901,Hotel SSS,0,518-138-4494,hlethamog@washington.edu,www\.1+\.com,Charming countryside inn,0,Puntarenas,Tamarindo,ciudad,118.00
902,Hotel S,194,,ngarreltsoh@usnews.com,www\.5+\.com,Historic downtown hotel,1,Heredia,Manuel Antonio,ciudad,539.00
903,Hotel X,0061,398-425-4001,callportoi@taobao.com,www\.G+\.com,Modern city center hotel,1,Guanacaste,La Fortuna,ciudad,201.00
904,Hotel JJ,5,267-716-2103,dchiezeoj@facebook.com,www\.9+\.com,Cozy boutique hotel,5,Limon,Manuel Antonio,ciudad,637.00
905,Hotel X,6,857-933-7194,drhymesok@xrea.com,www\.V+\.com,Cozy boutique hotel,4,Guanacaste,Manuel Antonio,ciudad,892.00
906,Hotel SSS,7019,631-290-4863,cbartoleynol@sina.com.cn,www\.U+\.com,Charming countryside inn,1,Puntarenas,La Fortuna,ciudad,110.00
907,Hotel ZZZ,24065,242-364-9078,beneverom@foxnews.com,www\.V+\.com,Historic downtown hotel,4,Puntarenas,Liberia,ciudad,660.00
908,Hotel KKK,1,448-769-1355,tmackeanon@pcworld.com,www\.1+\.com,Cozy boutique hotel,2,Limon,Manuel Antonio,ciudad,711.00
909,Hotel PPP,069,773-537-2815,kvandersonoo@gizmodo.com,www\.6+\.com,Historic downtown hotel,5,Puntarenas,Tamarindo,ciudad,276.00
910,Hotel A,8,304-822-2896,jangellop@parallels.com,www\.2+\.com,Modern city center hotel,4,Guanacaste,Manuel Antonio,ciudad,436.00
911,Hotel W,45,230-743-0474,bmarcussenoq@fda.gov,www\.h+\.com,Charming countryside inn,2,Guanacaste,Bella Vista,ciudad,603.00
912,Hotel U,15112,267-799-5589,xfarnieor@salon.com,www\.X+\.com,Modern city center hotel,1,San Jose,Liberia,ciudad,625.00
913,Hotel U,3882,,dpatterfieldos@fotki.com,www\.x+\.com,Historic downtown hotel,5,Cartago,Tamarindo,ciudad,969.00
914,Hotel C,12,429-602-6261,tmckechnieot@nyu.edu,www\.4+\.com,Historic downtown hotel,3,Limon,Tamarindo,ciudad,935.00
915,Hotel MM,3229,490-639-7500,csaipyou@ucoz.ru,www\.G+\.com,Historic downtown hotel,1,Guanacaste,Tamarindo,ciudad,183.00
916,Hotel RRR,5761,912-901-0984,kcharnockov@ted.com,www\.5+\.com,Luxurious beachfront resort,5,San Jose,Manuel Antonio,ciudad,626.00
917,Hotel M,004,905-251-2634,mbroomeow@deliciousdays.com,www\.7+\.com,Luxurious beachfront resort,5,San Jose,La Fortuna,ciudad,145.00
918,Hotel D,4341,997-746-8707,ehaskettox@dailymail.co.uk,www\.f+\.com,Luxurious beachfront resort,3,Alajuela,Tamarindo,ciudad,603.00
919,Hotel Z,171,324-274-7446,cdictyoy@mac.com,www\.n+\.com,Luxurious beachfront resort,5,Heredia,La Fortuna,ciudad,297.00
920,Hotel KK,059,439-111-4756,gmohunoz@vimeo.com,www\.f+\.com,Modern city center hotel,1,Cartago,Liberia,ciudad,825.00
921,Hotel QQ,447,720-607-7021,vcorradettip0@list-manage.com,www\.f+\.com,Charming countryside inn,5,Puntarenas,Tamarindo,ciudad,154.00
922,Hotel M,71962,907-707-1650,yballep1@cdbaby.com,www\.W+\.com,Charming countryside inn,5,San Jose,Manuel Antonio,ciudad,871.00
923,Hotel HH,8,963-516-0638,troullierp2@hatena.ne.jp,www\.p+\.com,Modern city center hotel,5,Puntarenas,Tamarindo,ciudad,114.00
924,Hotel BBB,27,776-674-5275,ggobatp3@wikimedia.org,www\.d+\.com,Charming countryside inn,4,Heredia,Bella Vista,ciudad,548.00
925,Hotel XXX,4,799-861-1183,schattertonp4@webs.com,www\.j+\.com,Historic downtown hotel,4,Alajuela,Bella Vista,ciudad,277.00
926,Hotel C,9,183-867-6427,wsifflettp5@1und1.de,www\.X+\.com,Historic downtown hotel,3,San Jose,Tamarindo,ciudad,503.00
927,Hotel WWW,824,100-990-0171,sborthramp6@histats.com,www\.s+\.com,Historic downtown hotel,4,Limon,Bella Vista,ciudad,925.00
928,Hotel C,52390,703-586-0498,clessliep7@myspace.com,www\.T+\.com,Historic downtown hotel,2,Guanacaste,Manuel Antonio,ciudad,585.00
929,Hotel WWW,4717,417-670-7584,fsydallp8@fc2.com,www\.D+\.com,Cozy boutique hotel,2,Cartago,Liberia,ciudad,914.00
930,Hotel JJ,1278,435-622-6253,schellingworthp9@desdev.cn,www\.N+\.com,Cozy boutique hotel,3,Alajuela,Manuel Antonio,ciudad,549.00
931,Hotel Y,3786,500-180-8494,kthairspa@tmall.com,www\.O+\.com,Historic downtown hotel,3,Limon,Bella Vista,ciudad,389.00
932,Hotel J,1,870-570-8665,wpendrickpb@creativecommons.org,www\.0+\.com,Modern city center hotel,3,Puntarenas,La Fortuna,ciudad,521.00
933,Hotel RRR,38687,374-674-6146,cmulcockpc@shareasale.com,www\.n+\.com,Charming countryside inn,2,Guanacaste,Bella Vista,ciudad,715.00
934,Hotel TTT,03,785-296-9925,bhodintonpd@netlog.com,www\.J+\.com,Charming countryside inn,2,San Jose,Manuel Antonio,ciudad,406.00
935,Hotel GG,88443,422-227-9394,hlapsliepe@go.com,www\.e+\.com,Cozy boutique hotel,3,San Jose,Tamarindo,ciudad,282.00
936,Hotel I,4,548-899-4044,gfoldespf@illinois.edu,www\.w+\.com,Modern city center hotel,1,Guanacaste,Bella Vista,ciudad,149.00
937,Hotel OO,7,659-695-0163,ckynetonpg@unc.edu,www\.x+\.com,Cozy boutique hotel,5,Puntarenas,Liberia,ciudad,136.00
938,Hotel NN,10,876-749-9204,sdonkersleyph@gnu.org,www\.5+\.com,Luxurious beachfront resort,2,Puntarenas,Manuel Antonio,ciudad,208.00
939,Hotel W,1,447-532-7027,emackettrickpi@123-reg.co.uk,www\.1+\.com,Charming countryside inn,3,Guanacaste,La Fortuna,ciudad,410.00
940,Hotel RRR,800,311-836-8995,tcotelardpj@hibu.com,www\.R+\.com,Cozy boutique hotel,1,Cartago,Liberia,ciudad,797.00
941,Hotel PPP,5955,817-931-2231,dtebaldpk@washingtonpost.com,www\.Y+\.com,Cozy boutique hotel,5,Puntarenas,Liberia,ciudad,245.00
942,Hotel PPP,0657,791-623-8733,lmonaghanpl@narod.ru,www\.D+\.com,Modern city center hotel,4,Guanacaste,Tamarindo,ciudad,302.00
943,Hotel JJ,93942,214-271-9301,ggeorgelinpm@g.co,www\.9+\.com,Luxurious beachfront resort,2,Heredia,Bella Vista,ciudad,465.00
944,Hotel ZZZ,4,312-519-0832,aastellpn@wufoo.com,www\.g+\.com,Modern city center hotel,4,Alajuela,Liberia,ciudad,493.00
945,Hotel CCC,0086,823-176-8825,istiggerpo@odnoklassniki.ru,www\.F+\.com,Charming countryside inn,4,Puntarenas,Manuel Antonio,ciudad,338.00
946,Hotel ZZZ,8102,255-995-0460,meltonepp@boston.com,www\.R+\.com,Historic downtown hotel,0,San Jose,Manuel Antonio,ciudad,570.00
947,Hotel MMM,39544,185-303-7081,iswinerdpq@shutterfly.com,www\.Z+\.com,Charming countryside inn,4,Heredia,Liberia,ciudad,412.00
948,Hotel FF,4323,297-224-1778,bhainpr@ehow.com,www\.5+\.com,Modern city center hotel,3,Alajuela,La Fortuna,ciudad,274.00
949,Hotel XXX,49,661-823-1651,dwatersps@yelp.com,www\.4+\.com,Modern city center hotel,2,Guanacaste,Tamarindo,ciudad,135.00
950,Hotel VVV,3,847-471-9338,tvaenpt@zdnet.com,www\.y+\.com,Cozy boutique hotel,1,Heredia,La Fortuna,ciudad,126.00
951,Hotel KKK,3649,973-293-6574,cburnistonpu@blogspot.com,www\.l+\.com,Charming countryside inn,5,Guanacaste,Manuel Antonio,ciudad,493.00
952,Hotel K,063,394-402-3523,wtippertonpv@freewebs.com,www\.3+\.com,Historic downtown hotel,5,Cartago,Manuel Antonio,ciudad,482.00
953,Hotel VVV,75272,185-558-7539,btunnockpw@yahoo.co.jp,www\.U+\.com,Cozy boutique hotel,4,Puntarenas,Tamarindo,ciudad,925.00
954,Hotel OOO,9210,960-153-5246,sphilpaultpx@technorati.com,www\.B+\.com,Historic downtown hotel,1,Heredia,La Fortuna,ciudad,901.00
955,Hotel G,0,830-635-5483,krabierpy@1und1.de,www\.E+\.com,Modern city center hotel,1,Guanacaste,Manuel Antonio,ciudad,772.00
956,Hotel B,594,570-847-3643,keuesdenpz@nba.com,www\.A+\.com,Cozy boutique hotel,2,Puntarenas,Liberia,ciudad,123.00
957,Hotel EEE,5,951-479-8437,wrosieq0@google.it,www\.4+\.com,Charming countryside inn,2,Guanacaste,Manuel Antonio,ciudad,749.00
958,Hotel PP,413,163-492-4216,tstollmeierq1@parallels.com,www\.H+\.com,Historic downtown hotel,4,Guanacaste,La Fortuna,ciudad,868.00
959,Hotel RRR,0,,ssyerq2@cnbc.com,www\.b+\.com,Historic downtown hotel,3,Heredia,Liberia,ciudad,400.00
960,Hotel HH,763,562-449-9642,sreolfoq3@google.co.jp,www\.3+\.com,Luxurious beachfront resort,5,Guanacaste,Bella Vista,ciudad,361.00
961,Hotel B,4536,156-660-0740,kflearq4@ucsd.edu,www\.6+\.com,Luxurious beachfront resort,1,Alajuela,Liberia,ciudad,204.00
